country,geo,continent,year,hiv_prevalence,income,population,cen_Latitude,cen_Longitude,pct_chg_prevalence,cen_longitude
Afghanistan,afg,Asia,1979,NA,1155,13283279,33,66,NA,NA
Afghanistan,afg,Asia,1980,NA,1158,13211412,33,66,NA,NA
Afghanistan,afg,Asia,1981,NA,1284,12996923,33,66,NA,NA
Afghanistan,afg,Asia,1982,NA,1402,12667001,33,66,NA,NA
Afghanistan,afg,Asia,1983,NA,1454,12279095,33,66,NA,NA
Afghanistan,afg,Asia,1984,NA,1429,11912510,33,66,NA,NA
Afghanistan,afg,Asia,1985,NA,1384,11630498,33,66,NA,NA
Afghanistan,afg,Asia,1986,NA,1486,11438949,33,66,NA,NA
Afghanistan,afg,Asia,1987,NA,1230,11337932,33,66,NA,NA
Afghanistan,afg,Asia,1988,NA,1113,11375768,33,66,NA,NA
Afghanistan,afg,Asia,1989,NA,1087,11608351,33,66,NA,NA
Afghanistan,afg,Asia,1990,NA,1028,12067570,33,66,NA,NA
Afghanistan,afg,Asia,1991,NA,1022,12789374,33,66,NA,NA
Afghanistan,afg,Asia,1992,NA,941,13745630,33,66,NA,NA
Afghanistan,afg,Asia,1993,NA,810,14824371,33,66,NA,NA
Afghanistan,afg,Asia,1994,NA,725,15869967,33,66,NA,NA
Afghanistan,afg,Asia,1995,NA,872,16772522,33,66,NA,NA
Afghanistan,afg,Asia,1996,NA,895,17481800,33,66,NA,NA
Afghanistan,afg,Asia,1997,NA,921,18034130,33,66,NA,NA
Afghanistan,afg,Asia,1998,NA,947,18511480,33,66,NA,NA
Afghanistan,afg,Asia,1999,NA,972,19038420,33,66,NA,NA
Afghanistan,afg,Asia,2000,NA,962,19701940,33,66,NA,NA
Afghanistan,afg,Asia,2001,NA,862,20531160,33,66,NA,NA
Afghanistan,afg,Asia,2002,NA,1053,21487079,33,66,NA,NA
Afghanistan,afg,Asia,2003,NA,1097,22507368,33,66,NA,NA
Afghanistan,afg,Asia,2004,NA,1067,23499850,33,66,NA,NA
Afghanistan,afg,Asia,2005,NA,1146,24399948,33,66,NA,NA
Afghanistan,afg,Asia,2006,NA,1173,25183615,33,66,NA,NA
Afghanistan,afg,Asia,2007,NA,1298,25877544,33,66,NA,NA
Afghanistan,afg,Asia,2008,NA,1311,26528741,33,66,NA,NA
Afghanistan,afg,Asia,2009,0.06,1548,27207291,33,66,NA,NA
Afghanistan,afg,Asia,2010,0.06,1637,27962207,33,66,0,NA
Albania,alb,Europe,1979,NA,4201,2626290,41,20,NA,NA
Albania,alb,Europe,1980,NA,4218,2681245,41,20,NA,NA
Albania,alb,Europe,1981,NA,4227,2735329,41,20,NA,NA
Albania,alb,Europe,1982,NA,4237,2788315,41,20,NA,NA
Albania,alb,Europe,1983,NA,4248,2842620,41,20,NA,NA
Albania,alb,Europe,1984,NA,4259,2901590,41,20,NA,NA
Albania,alb,Europe,1985,NA,4267,2966799,41,20,NA,NA
Albania,alb,Europe,1986,NA,4281,3041003,41,20,NA,NA
Albania,alb,Europe,1987,NA,4294,3121336,41,20,NA,NA
Albania,alb,Europe,1988,NA,4307,3197064,41,20,NA,NA
Albania,alb,Europe,1989,NA,4325,3253659,41,20,NA,NA
Albania,alb,Europe,1990,NA,4350,3281453,41,20,NA,NA
Albania,alb,Europe,1991,NA,3081,3275438,41,20,NA,NA
Albania,alb,Europe,1992,NA,2877,3240613,41,20,NA,NA
Albania,alb,Europe,1993,NA,3172,3189623,41,20,NA,NA
Albania,alb,Europe,1994,NA,3457,3140634,41,20,NA,NA
Albania,alb,Europe,1995,NA,3941,3106727,41,20,NA,NA
Albania,alb,Europe,1996,NA,4326,3092034,41,20,NA,NA
Albania,alb,Europe,1997,NA,3909,3092471,41,20,NA,NA
Albania,alb,Europe,1998,NA,4434,3102898,41,20,NA,NA
Albania,alb,Europe,1999,NA,4912,3114851,41,20,NA,NA
Albania,alb,Europe,2000,NA,5305,3121965,41,20,NA,NA
Albania,alb,Europe,2001,NA,5730,3124093,41,20,NA,NA
Albania,alb,Europe,2002,NA,5913,3123112,41,20,NA,NA
Albania,alb,Europe,2003,NA,6274,3117045,41,20,NA,NA
Albania,alb,Europe,2004,NA,6672,3103758,41,20,NA,NA
Albania,alb,Europe,2005,NA,7075,3082172,41,20,NA,NA
Albania,alb,Europe,2006,NA,7476,3050741,41,20,NA,NA
Albania,alb,Europe,2007,NA,7977,3010849,41,20,NA,NA
Albania,alb,Europe,2008,NA,8644,2968026,41,20,NA,NA
Albania,alb,Europe,2009,NA,8994,2929886,41,20,NA,NA
Albania,alb,Europe,2010,NA,9374,2901883,41,20,NA,NA
Algeria,dza,Africa,1979,NA,10293,18760761,28,3,NA,NA
Algeria,dza,Africa,1980,NA,10166,19337723,28,3,NA,NA
Algeria,dza,Africa,1981,NA,10160,19943667,28,3,NA,NA
Algeria,dza,Africa,1982,NA,10477,20575701,28,3,NA,NA
Algeria,dza,Africa,1983,NA,10696,21228288,28,3,NA,NA
Algeria,dza,Africa,1984,NA,10947,21893857,28,3,NA,NA
Algeria,dza,Africa,1985,NA,11030,22565908,28,3,NA,NA
Algeria,dza,Africa,1986,NA,10722,23241276,28,3,NA,NA
Algeria,dza,Africa,1987,NA,10378,23917889,28,3,NA,NA
Algeria,dza,Africa,1988,NA,9888,24591493,28,3,NA,NA
Algeria,dza,Africa,1989,NA,10115,25257671,28,3,NA,NA
Algeria,dza,Africa,1990,0.06,10113,25912364,28,3,NA,NA
Algeria,dza,Africa,1991,0.06,9748,26554277,28,3,0,NA
Algeria,dza,Africa,1992,0.06,9693,27180921,28,3,0,NA
Algeria,dza,Africa,1993,0.06,9279,27785977,28,3,0,NA
Algeria,dza,Africa,1994,0.06,9006,28362015,28,3,0,NA
Algeria,dza,Africa,1995,0.06,9168,28904300,28,3,0,NA
Algeria,dza,Africa,1996,0.06,9375,29411839,28,3,0,NA
Algeria,dza,Africa,1997,0.06,9322,29887717,28,3,0,NA
Algeria,dza,Africa,1998,0.06,9646,30336880,28,3,0,NA
Algeria,dza,Africa,1999,0.06,9810,30766551,28,3,0,NA
Algeria,dza,Africa,2000,0.06,9885,31183658,28,3,0,NA
Algeria,dza,Africa,2001,0.06,10203,31590320,28,3,0,NA
Algeria,dza,Africa,2002,0.06,10634,31990387,28,3,0,NA
Algeria,dza,Africa,2003,0.06,11251,32394886,28,3,0,NA
Algeria,dza,Africa,2004,0.1,11575,32817225,28,3,66.66666666666667,NA
Algeria,dza,Africa,2005,0.1,12077,33267887,28,3,0,NA
Algeria,dza,Africa,2006,0.1,12088,33749328,28,3,0,NA
Algeria,dza,Africa,2007,0.1,12289,34261971,28,3,0,NA
Algeria,dza,Africa,2008,0.1,12314,34811059,28,3,0,NA
Algeria,dza,Africa,2009,NA,12285,35401790,28,3,NA,NA
Algeria,dza,Africa,2010,NA,12494,36036159,28,3,NA,NA
Andorra,and,Europe,1979,NA,32471,34819,42.50779,1.52109,NA,NA
Andorra,and,Europe,1980,NA,32055,36063,42.50779,1.52109,NA,NA
Andorra,and,Europe,1981,NA,30795,37502,42.50779,1.52109,NA,NA
Andorra,and,Europe,1982,NA,29907,39112,42.50779,1.52109,NA,NA
Andorra,and,Europe,1983,NA,29143,40862,42.50779,1.52109,NA,NA
Andorra,and,Europe,1984,NA,28394,42704,42.50779,1.52109,NA,NA
Andorra,and,Europe,1985,NA,27829,44597,42.50779,1.52109,NA,NA
Andorra,and,Europe,1986,NA,27560,46515,42.50779,1.52109,NA,NA
Andorra,and,Europe,1987,NA,27932,48458,42.50779,1.52109,NA,NA
Andorra,and,Europe,1988,NA,28216,50431,42.50779,1.52109,NA,NA
Andorra,and,Europe,1989,NA,28449,52449,42.50779,1.52109,NA,NA
Andorra,and,Europe,1990,NA,28417,54511,42.50779,1.52109,NA,NA
Andorra,and,Europe,1991,NA,28029,56674,42.50779,1.52109,NA,NA
Andorra,and,Europe,1992,NA,27218,58904,42.50779,1.52109,NA,NA
Andorra,and,Europe,1993,NA,26011,61003,42.50779,1.52109,NA,NA
Andorra,and,Europe,1994,NA,25907,62707,42.50779,1.52109,NA,NA
Andorra,and,Europe,1995,NA,26143,63854,42.50779,1.52109,NA,NA
Andorra,and,Europe,1996,NA,27180,64291,42.50779,1.52109,NA,NA
Andorra,and,Europe,1997,NA,29729,64147,42.50779,1.52109,NA,NA
Andorra,and,Europe,1998,NA,30819,63888,42.50779,1.52109,NA,NA
Andorra,and,Europe,1999,NA,31940,64161,42.50779,1.52109,NA,NA
Andorra,and,Europe,2000,NA,31662,65399,42.50779,1.52109,NA,NA
Andorra,and,Europe,2001,NA,31794,67770,42.50779,1.52109,NA,NA
Andorra,and,Europe,2002,NA,31866,71046,42.50779,1.52109,NA,NA
Andorra,and,Europe,2003,NA,34500,74783,42.50779,1.52109,NA,NA
Andorra,and,Europe,2004,NA,36330,78337,42.50779,1.52109,NA,NA
Andorra,and,Europe,2005,NA,39787,81223,42.50779,1.52109,NA,NA
Andorra,and,Europe,2006,NA,42738,83373,42.50779,1.52109,NA,NA
Andorra,and,Europe,2007,NA,43442,84878,42.50779,1.52109,NA,NA
Andorra,and,Europe,2008,NA,41426,85616,42.50779,1.52109,NA,NA
Andorra,and,Europe,2009,NA,41735,85474,42.50779,1.52109,NA,NA
Andorra,and,Europe,2010,NA,38982,84419,42.50779,1.52109,NA,NA
Angola,ago,Africa,1979,0.026527865,4458,7952882,-12.5,18.5,NA,NA
Angola,ago,Africa,1980,NA,4443,8211950,-12.5,18.5,NA,NA
Angola,ago,Africa,1981,NA,4110,8497950,-12.5,18.5,NA,NA
Angola,ago,Africa,1982,NA,3970,8807511,-12.5,18.5,NA,NA
Angola,ago,Africa,1983,NA,3996,9128655,-12.5,18.5,NA,NA
Angola,ago,Africa,1984,NA,4099,9444918,-12.5,18.5,NA,NA
Angola,ago,Africa,1985,NA,4117,9745209,-12.5,18.5,NA,NA
Angola,ago,Africa,1986,NA,4135,10023700,-12.5,18.5,NA,NA
Angola,ago,Africa,1987,NA,4319,10285712,-12.5,18.5,NA,NA
Angola,ago,Africa,1988,NA,4455,10544904,-12.5,18.5,NA,NA
Angola,ago,Africa,1989,NA,4365,10820992,-12.5,18.5,NA,NA
Angola,ago,Africa,1990,0.5,4232,11127870,-12.5,18.5,NA,NA
Angola,ago,Africa,1991,0.8,4056,11472173,-12.5,18.5,60.00000000000001,NA
Angola,ago,Africa,1992,1,3656,11848971,-12.5,18.5,25,NA
Angola,ago,Africa,1993,1.2,2663,12246786,-12.5,18.5,19.999999999999996,NA
Angola,ago,Africa,1994,1.4,2669,12648483,-12.5,18.5,16.666666666666675,NA
Angola,ago,Africa,1995,1.6,2859,13042666,-12.5,18.5,14.285714285714302,NA
Angola,ago,Africa,1996,1.7,3091,13424813,-12.5,18.5,6.25,NA
Angola,ago,Africa,1997,1.8,3246,13801868,-12.5,18.5,5.882352941176472,NA
Angola,ago,Africa,1998,1.8,3376,14187710,-12.5,18.5,0,NA
Angola,ago,Africa,1999,1.9,3389,14601983,-12.5,18.5,5.555555555555558,NA
Angola,ago,Africa,2000,1.9,3387,15058638,-12.5,18.5,0,NA
Angola,ago,Africa,2001,1.9,3417,15562791,-12.5,18.5,0,NA
Angola,ago,Africa,2002,1.9,3759,16109696,-12.5,18.5,0,NA
Angola,ago,Africa,2003,1.9,3819,16691395,-12.5,18.5,0,NA
Angola,ago,Africa,2004,1.9,4087,17295500,-12.5,18.5,0,NA
Angola,ago,Africa,2005,1.9,4667,17912942,-12.5,18.5,0,NA
Angola,ago,Africa,2006,1.9,5445,18541467,-12.5,18.5,0,NA
Angola,ago,Africa,2007,1.9,6453,19183907,-12.5,18.5,0,NA
Angola,ago,Africa,2008,2,7103,19842251,-12.5,18.5,5.263157894736836,NA
Angola,ago,Africa,2009,2.1,7039,20520103,-12.5,18.5,5.000000000000004,NA
Angola,ago,Africa,2010,2.1,7047,21219954,-12.5,18.5,0,NA
Antigua,atg,Americas,1979,NA,7536,70553,17.05,-61.8,NA,NA
Antigua,atg,Americas,1980,NA,8169,70301,17.05,-61.8,NA,NA
Antigua,atg,Americas,1981,NA,8689,69750,17.05,-61.8,NA,NA
Antigua,atg,Americas,1982,NA,8827,68950,17.05,-61.8,NA,NA
Antigua,atg,Americas,1983,NA,9540,67958,17.05,-61.8,NA,NA
Antigua,atg,Americas,1984,NA,10388,66863,17.05,-61.8,NA,NA
Antigua,atg,Americas,1985,NA,11383,65744,17.05,-61.8,NA,NA
Antigua,atg,Americas,1986,NA,12600,64605,17.05,-61.8,NA,NA
Antigua,atg,Americas,1987,NA,14027,63484,17.05,-61.8,NA,NA
Antigua,atg,Americas,1988,NA,15441,62538,17.05,-61.8,NA,NA
Antigua,atg,Americas,1989,NA,16611,61967,17.05,-61.8,NA,NA
Antigua,atg,Americas,1990,NA,17154,61906,17.05,-61.8,NA,NA
Antigua,atg,Americas,1991,NA,17361,62412,17.05,-61.8,NA,NA
Antigua,atg,Americas,1992,NA,17226,63434,17.05,-61.8,NA,NA
Antigua,atg,Americas,1993,NA,17753,64868,17.05,-61.8,NA,NA
Antigua,atg,Americas,1994,NA,18400,66550,17.05,-61.8,NA,NA
Antigua,atg,Americas,1995,NA,17167,68349,17.05,-61.8,NA,NA
Antigua,atg,Americas,1996,NA,17830,70245,17.05,-61.8,NA,NA
Antigua,atg,Americas,1997,NA,18186,72232,17.05,-61.8,NA,NA
Antigua,atg,Americas,1998,NA,18483,74206,17.05,-61.8,NA,NA
Antigua,atg,Americas,1999,NA,18780,76041,17.05,-61.8,NA,NA
Antigua,atg,Americas,2000,NA,19319,77648,17.05,-61.8,NA,NA
Antigua,atg,Americas,2001,NA,18388,78972,17.05,-61.8,NA,NA
Antigua,atg,Americas,2002,NA,18676,80030,17.05,-61.8,NA,NA
Antigua,atg,Americas,2003,NA,19566,80904,17.05,-61.8,NA,NA
Antigua,atg,Americas,2004,NA,20395,81718,17.05,-61.8,NA,NA
Antigua,atg,Americas,2005,NA,21414,82565,17.05,-61.8,NA,NA
Antigua,atg,Americas,2006,NA,24016,83467,17.05,-61.8,NA,NA
Antigua,atg,Americas,2007,NA,26008,84397,17.05,-61.8,NA,NA
Antigua,atg,Americas,2008,NA,25736,85350,17.05,-61.8,NA,NA
Antigua,atg,Americas,2009,NA,22389,86300,17.05,-61.8,NA,NA
Antigua,atg,Americas,2010,NA,20567,87233,17.05,-61.8,NA,NA
Argentina,arg,Americas,1979,0.02050798,10976,27684530,-34,-64,NA,NA
Argentina,arg,Americas,1980,NA,10982,28105889,-34,-64,NA,NA
Argentina,arg,Americas,1981,NA,10221,28543366,-34,-64,NA,NA
Argentina,arg,Americas,1982,NA,9765,28993989,-34,-64,NA,NA
Argentina,arg,Americas,1983,NA,10030,29454739,-34,-64,NA,NA
Argentina,arg,Americas,1984,NA,10102,29920907,-34,-64,NA,NA
Argentina,arg,Americas,1985,NA,9262,30388781,-34,-64,NA,NA
Argentina,arg,Americas,1986,NA,9810,30857242,-34,-64,NA,NA
Argentina,arg,Americas,1987,NA,9936,31326473,-34,-64,NA,NA
Argentina,arg,Americas,1988,NA,9620,31795515,-34,-64,NA,NA
Argentina,arg,Americas,1989,NA,8820,32263559,-34,-64,NA,NA
Argentina,arg,Americas,1990,0.3,8539,32729740,-34,-64,NA,NA
Argentina,arg,Americas,1991,0.3,9333,33193920,-34,-64,0,NA
Argentina,arg,Americas,1992,0.3,10130,33655149,-34,-64,0,NA
Argentina,arg,Americas,1993,0.3,10602,34110912,-34,-64,0,NA
Argentina,arg,Americas,1994,0.3,11108,34558114,-34,-64,0,NA
Argentina,arg,Americas,1995,0.3,10673,34994818,-34,-64,0,NA
Argentina,arg,Americas,1996,0.3,11150,35419683,-34,-64,0,NA
Argentina,arg,Americas,1997,0.3,11935,35833965,-34,-64,0,NA
Argentina,arg,Americas,1998,0.3,12268,36241578,-34,-64,0,NA
Argentina,arg,Americas,1999,0.3,11722,36648054,-34,-64,0,NA
Argentina,arg,Americas,2000,0.4,11504,37057453,-34,-64,33.33333333333335,NA
Argentina,arg,Americas,2001,0.4,10875,37471535,-34,-64,0,NA
Argentina,arg,Americas,2002,0.4,9574,37889443,-34,-64,0,NA
Argentina,arg,Americas,2003,0.4,10318,38309475,-34,-64,0,NA
Argentina,arg,Americas,2004,0.4,11135,38728778,-34,-64,0,NA
Argentina,arg,Americas,2005,0.4,12039,39145491,-34,-64,0,NA
Argentina,arg,Americas,2006,0.4,12913,39558750,-34,-64,0,NA
Argentina,arg,Americas,2007,0.4,13873,39969903,-34,-64,0,NA
Argentina,arg,Americas,2008,0.5,14646,40381860,-34,-64,25,NA
Argentina,arg,Americas,2009,0.4,14605,40798641,-34,-64,-19.999999999999996,NA
Argentina,arg,Americas,2010,0.4,15765,41222875,-34,-64,0,NA
Armenia,arm,Europe,1979,NA,3877,3044564,40.25,45,NA,NA
Armenia,arm,Europe,1980,NA,3815,3096298,40.25,45,NA,NA
Armenia,arm,Europe,1981,NA,3783,3145885,40.25,45,NA,NA
Armenia,arm,Europe,1982,NA,3809,3192877,40.25,45,NA,NA
Armenia,arm,Europe,1983,NA,3862,3239212,40.25,45,NA,NA
Armenia,arm,Europe,1984,NA,3840,3287588,40.25,45,NA,NA
Armenia,arm,Europe,1985,NA,3805,3339147,40.25,45,NA,NA
Armenia,arm,Europe,1986,NA,3890,3396511,40.25,45,NA,NA
Armenia,arm,Europe,1987,NA,3872,3457054,40.25,45,NA,NA
Armenia,arm,Europe,1988,NA,3886,3510439,40.25,45,NA,NA
Armenia,arm,Europe,1989,NA,3889,3542720,40.25,45,NA,NA
Armenia,arm,Europe,1990,0.06,3736,3544695,40.25,45,NA,NA
Armenia,arm,Europe,1991,0.06,3329,3511912,40.25,45,0,NA
Armenia,arm,Europe,1992,0.06,1973,3449497,40.25,45,0,NA
Armenia,arm,Europe,1993,0.06,1842,3369673,40.25,45,0,NA
Armenia,arm,Europe,1994,0.06,1988,3289943,40.25,45,0,NA
Armenia,arm,Europe,1995,0.06,2169,3223173,40.25,45,0,NA
Armenia,arm,Europe,1996,0.06,2333,3173425,40.25,45,0,NA
Armenia,arm,Europe,1997,0.06,2438,3137652,40.25,45,0,NA
Armenia,arm,Europe,1998,0.1,2636,3112958,40.25,45,66.66666666666667,NA
Armenia,arm,Europe,1999,0.1,2740,3093820,40.25,45,0,NA
Armenia,arm,Europe,2000,0.1,2919,3076098,40.25,45,0,NA
Armenia,arm,Europe,2001,0.1,3214,3060036,40.25,45,0,NA
Armenia,arm,Europe,2002,0.1,3654,3047249,40.25,45,0,NA
Armenia,arm,Europe,2003,0.1,4182,3036420,40.25,45,0,NA
Armenia,arm,Europe,2004,0.1,4635,3025982,40.25,45,0,NA
Armenia,arm,Europe,2005,0.1,5297,3014917,40.25,45,0,NA
Armenia,arm,Europe,2006,0.1,6020,3002161,40.25,45,0,NA
Armenia,arm,Europe,2007,0.1,6877,2988117,40.25,45,0,NA
Armenia,arm,Europe,2008,0.1,7383,2975029,40.25,45,0,NA
Armenia,arm,Europe,2009,0.2,6358,2966108,40.25,45,100,NA
Armenia,arm,Europe,2010,0.2,6508,2963496,40.25,45,0,NA
Australia,aus,Asia,1979,NA,23697,14532401,-25,135,NA,NA
Australia,aus,Asia,1980,NA,23872,14708323,-25,135,NA,NA
Australia,aus,Asia,1981,NA,24308,14898019,-25,135,NA,NA
Australia,aus,Asia,1982,NA,23884,15101227,-25,135,NA,NA
Australia,aus,Asia,1983,0.012682938,23584,15318254,-25,135,NA,NA
Australia,aus,Asia,1984,NA,24934,15548591,-25,135,NA,NA
Australia,aus,Asia,1985,NA,25875,15791043,-25,135,NA,NA
Australia,aus,Asia,1986,NA,26057,16047026,-25,135,NA,NA
Australia,aus,Asia,1987,NA,26969,16314778,-25,135,NA,NA
Australia,aus,Asia,1988,NA,27757,16585905,-25,135,NA,NA
Australia,aus,Asia,1989,NA,28556,16849253,-25,135,NA,NA
Australia,aus,Asia,1990,0.1,28604,17096869,-25,135,NA,NA
Australia,aus,Asia,1991,0.1,28122,17325818,-25,135,0,NA
Australia,aus,Asia,1992,0.1,27895,17538387,-25,135,0,NA
Australia,aus,Asia,1993,0.1,28732,17738428,-25,135,0,NA
Australia,aus,Asia,1994,0.1,29580,17932214,-25,135,0,NA
Australia,aus,Asia,1995,0.1,30359,18124770,-25,135,0,NA
Australia,aus,Asia,1996,0.1,31145,18318340,-25,135,0,NA
Australia,aus,Asia,1997,0.1,32013,18512971,-25,135,0,NA
Australia,aus,Asia,1998,0.1,33085,18709175,-25,135,0,NA
Australia,aus,Asia,1999,0.1,34346,18906936,-25,135,0,NA
Australia,aus,Asia,2000,0.1,35253,19107251,-25,135,0,NA
Australia,aus,Asia,2001,0.1,35452,19308681,-25,135,0,NA
Australia,aus,Asia,2002,0.1,36375,19514385,-25,135,0,NA
Australia,aus,Asia,2003,0.1,37035,19735255,-25,135,0,NA
Australia,aus,Asia,2004,0.1,38130,19985475,-25,135,0,NA
Australia,aus,Asia,2005,0.1,38840,20274282,-25,135,0,NA
Australia,aus,Asia,2006,0.1,39416,20606228,-25,135,0,NA
Australia,aus,Asia,2007,0.1,40643,20975949,-25,135,0,NA
Australia,aus,Asia,2008,0.1,41312,21370348,-25,135,0,NA
Australia,aus,Asia,2009,0.2,41170,21770690,-25,135,100,NA
Australia,aus,Asia,2010,0.2,41330,22162863,-25,135,0,NA
Austria,aut,Europe,1979,NA,24684,7605888,47.33333,13.33333,NA,NA
Austria,aut,Europe,1980,NA,25259,7597269,47.33333,13.33333,NA,NA
Austria,aut,Europe,1981,0.010187591,25187,7591618,47.33333,13.33333,NA,NA
Austria,aut,Europe,1982,NA,25637,7588957,47.33333,13.33333,NA,NA
Austria,aut,Europe,1983,NA,26435,7589573,47.33333,13.33333,NA,NA
Austria,aut,Europe,1984,NA,26522,7593397,47.33333,13.33333,NA,NA
Austria,aut,Europe,1985,NA,27100,7600514,47.33333,13.33333,NA,NA
Austria,aut,Europe,1986,NA,27707,7610435,47.33333,13.33333,NA,NA
Austria,aut,Europe,1987,NA,28136,7623700,47.33333,13.33333,NA,NA
Austria,aut,Europe,1988,NA,28951,7642479,47.33333,13.33333,NA,NA
Austria,aut,Europe,1989,NA,30067,7669601,47.33333,13.33333,NA,NA
Austria,aut,Europe,1990,0.06,31053,7706571,47.33333,13.33333,NA,NA
Austria,aut,Europe,1991,0.06,31802,7755143,47.33333,13.33333,0,NA
Austria,aut,Europe,1992,0.06,32113,7813393,47.33333,13.33333,0,NA
Austria,aut,Europe,1993,0.06,32017,7874675,47.33333,13.33333,0,NA
Austria,aut,Europe,1994,0.06,32660,7929911,47.33333,13.33333,0,NA
Austria,aut,Europe,1995,0.06,33480,7972833,47.33333,13.33333,0,NA
Austria,aut,Europe,1996,0.06,34237,8000453,47.33333,13.33333,0,NA
Austria,aut,Europe,1997,0.1,34952,8015256,47.33333,13.33333,66.66666666666667,NA
Austria,aut,Europe,1998,0.1,36157,8023166,47.33333,13.33333,0,NA
Austria,aut,Europe,1999,0.1,37382,8032953,47.33333,13.33333,0,NA
Austria,aut,Europe,2000,0.1,38548,8050884,47.33333,13.33333,0,NA
Austria,aut,Europe,2001,0.1,38919,8078877,47.33333,13.33333,0,NA
Austria,aut,Europe,2002,0.1,39370,8114698,47.33333,13.33333,0,NA
Austria,aut,Europe,2003,0.2,39475,8155466,47.33333,13.33333,100,NA
Austria,aut,Europe,2004,0.2,40292,8196624,47.33333,13.33333,0,NA
Austria,aut,Europe,2005,0.2,40875,8234858,47.33333,13.33333,0,NA
Austria,aut,Europe,2006,0.2,42036,8269372,47.33333,13.33333,0,NA
Austria,aut,Europe,2007,0.3,43418,8301290,47.33333,13.33333,49.99999999999998,NA
Austria,aut,Europe,2008,0.3,43952,8331465,47.33333,13.33333,0,NA
Austria,aut,Europe,2009,0.3,42171,8361362,47.33333,13.33333,0,NA
Austria,aut,Europe,2010,0.4,42861,8391986,47.33333,13.33333,33.33333333333335,NA
Azerbaijan,aze,Europe,1979,NA,8315,6068531,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1980,NA,8228,6163990,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1981,NA,8205,6261942,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1982,NA,8307,6362289,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1983,NA,8469,6464775,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1984,NA,8466,6568857,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1985,NA,8435,6674107,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1986,NA,8673,6779970,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1987,NA,8679,6886428,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1988,NA,8760,6994139,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1989,NA,8814,7104058,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1990,0.06,8513,7216503,40.5,47.5,NA,NA
Azerbaijan,aze,Europe,1991,0.06,8323,7332519,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1992,0.06,6346,7450920,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1993,0.06,4806,7567156,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1994,0.06,3808,7675128,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1995,0.06,3320,7770806,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1996,0.06,3329,7852287,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1997,0.06,3488,7921789,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1998,0.06,3801,7984531,40.5,47.5,0,NA
Azerbaijan,aze,Europe,1999,0.06,4047,8047997,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2000,0.06,4459,8117742,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2001,0.06,4863,8195648,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2002,0.06,5338,8280599,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2003,0.06,5891,8371536,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2004,0.06,6435,8466304,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2005,0.06,8052,8563398,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2006,0.06,10711,8662137,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2007,0.1,13243,8763359,40.5,47.5,66.66666666666667,NA
Azerbaijan,aze,Europe,2008,0.1,14365,8868713,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2009,0.1,15394,8980488,40.5,47.5,0,NA
Azerbaijan,aze,Europe,2010,0.1,15950,9099893,40.5,47.5,0,NA
Bahamas,bhs,Americas,1979,0.01,21812,206038,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1980,NA,22747,210660,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1981,NA,21634,215404,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1982,NA,22519,220275,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1983,NA,23560,225185,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1984,NA,23646,230016,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1985,NA,24154,234684,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1986,NA,24343,239132,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1987,NA,24818,243391,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1988,NA,24959,247576,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1989,NA,25109,251855,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1990,3.6,24281,256338,25.04082,-77.37122,NA,NA
Bahamas,bhs,Americas,1991,3.8,22841,261117,25.04082,-77.37122,5.555555555555558,NA
